Country,Population_thousands,All_Causes,Diarrhoeal_diseases,Intestinal_nematode_infections,Ascariasis,Trichuriasis,Hookworm_disease,Food-bourne_trematodes,Otitis_media,Maternal_conditions,Preterm_birth_complications,Nutritional_deficiencies,Protein-energy_malnutrition,Iodine_deficiency,Vitamin_A_deficiency,Iron-deficiency_anaemia,Mouth_and_oropharynx_cancers,Lip_and_oral_cavity,Nasopharynx,Other_pharynx,Oesophagus_cancer,Stomach_cancer,Colon_and_rectum_cancers,Liver_cancer,Liver_cancer_secondary_to_hepatitis_B,Liver_cancer_secondary_to_hepatitis_C,Liver_cancer_secondary_to_alcohol_use,Pancreas_cancer,"Trachea,_bronchus,_lung_cancers",Non-melanoma_skin_cancer,Breast_cancer,Cervix_uteri_cancer,Corpus_uteri_cancer,Ovary_cancer,Prostate_cancer,Testicular_cancer,Kidney_cancer,Bladder_cancer,Brain_and_nervous_system_cancers,Gallbladder_and_biliary_tract_cancer,Larynx_cancer,Thyroid_cancer,Mesothelioma,Hodgkin_lymphoma,Non-Hodgkin_lymphoma,Multiple_myeloma,Leukaemia,Diabetes_mellitus,Thalassaemias,Sickle_cell_disorders_and_trait,Depressive_disorders,Major_depressive_disorder,Dysthymia,Bipolar_disorder,Schizophrenia,Alcohol_use_disorders,Opioid_use_disorders,Cocaine_use_disorders,Amphetamine_use_disorders,Cannabis_use_disorders,Anxiety_disorders,Eating_disorders,Autism_and_Asperger_syndrome,Attention_deficit/hyperactivity_syndrome,Conduct_disorder,Idiopathic_intellectual_disability,Alzheimer_disease_and_other_dementias,Parkinson_disease,Epilepsy,Multiple_sclerosis,Migraine,Non-migraine_headache,Glaucoma,Cataracts,Macular_degeneration,Rheumatic_heart_disease,Hypertensive_heart_disease,Ischaemic_heart_disease,Ischaemic_stroke,Haemorrhagic_stroke,"Cardiomyopathy,_myocarditis,_endocarditis",Chronic_obstructive_pulmonary_disease,Asthma,Peptic_ulcer_disease,Cirrhosis_due_to_hepatitis_B,Cirrhosis_due_to_hepatitis_C,Cirrhosis_due_to_alcohol_use,Appendicitis,Gastritis_and_duodenitis,Paralytic_ileus_and_intestinal_obstruction,Inflammatory_bowel_disease,Gallbladder_and_biliary_diseases,Pancreatitis,Acute_glomerulonephritis,Chronic_kidney_disease_due_to_diabetes,Benign_prostatic_hyperplasia,Urolithiasis,Infertility,Gynecological_diseases,Skin_diseases,Rheumatoid_arthritis,Osteoarthritis,Gout,Neural_tube_defects,Cleft_lip_and_cleft_palate,Down_syndrome,Congenital_heart_anomalies,Dental_caries,Periodontal_disease,Edentulism,Sudden_infant_death_syndrome,Poisonings
Bahamas,391,111.559108,0.632412144,0.001374489,0.000147152,-1,0.001227336,-1,0.133792365,0.293283119,1.832012698,1.504859639,0.130592418,0.035899507,0.018884594,1.287675523,0.444520633,0.238045958,0.074116971,0.132357691,0.361811063,0.749607044,1.832653854,0.645004562,0.232955192,0.111494571,0.181213271,0.3553727,1.171284297,0.11805038,2.399928329,0.716574096,0.297058801,0.250537792,1.731637719,0.004659981,0.186707002,0.125182654,0.360018949,0.147701778,0.255779891,0.057392186,0.029142441,0.058256172,0.455435115,0.439487382,0.433134145,5.269268356,0.01369631,0.374254641,2.132952246,1.704874192,0.428078072,0.738616874,0.550248924,1.262269745,0.469736636,0.06566528,0.008363487,0.03591867,1.640261797,0.171038824,0.49477856,0.083398106,0.260946591,0.170846012,1.212856796,0.132243198,0.544985922,0.03658983,1.78532593,0.525944382,0.080425276,0.173100286,0.031673398,0.130736724,2.956767809,6.782153553,1.690033096,2.419140455,0.960114719,0.704923127,1.38213832,0.304393248,0.405367399,0.202726266,0.592530328,0.064081804,0.149943091,0.194210888,0.051037456,0.125035917,0.157547248,0.002390634,0.851938297,0.136508022,0.010812139,0.22793524,0.50304979,1.493538289,0.423364205,0.985275085,0.039889079,0.073216961,0.003287489,0.081635309,0.457900757,0.079959082,0.442963459,0.630518538,0.075934784,0.04176485
Bahrain,1425,241.6279592,1.433884775,0.003805531,-1,-1,0.003805531,-1,0.418780393,0.259280753,6.341702996,6.452194628,0.460887777,0.705378737,-1,5.235484389,0.632399148,0.312567508,0.174789018,0.145042619,0.317491504,0.745013996,1.233398269,0.536313289,0.245681233,0.133358558,0.085805005,0.760750855,1.821286003,0.07136996,1.875581604,0.213843834,0.152421169,0.471927951,0.381638907,0.037596665,0.449471429,0.373199039,0.818644045,0.155517695,0.219439162,0.203713679,0.159334351,0.235437211,0.521000442,0.398232784,1.118501586,22.32504842,0.488121485,2.766873104,10.53677242,9.158564503,1.378207924,2.607889523,2.090529668,1.797664896,5.327446392,0.10003074,0.023985231,0.081691536,6.700424559,0.770714059,2.072413429,0.198722979,1.039300214,1.260692682,2.174571694,0.216123224,2.527570105,0.18919168,7.304178405,2.111991897,0.142349113,0.21052759,0.131725316,0.283385184,0.570935677,15.67208309,2.029526983,1.827724867,1.154964776,2.737285368,3.355095256,0.567465868,0.881104273,0.456765701,0.149571302,0.239529455,0.288150216,0.327263785,0.113535268,0.178158065,0.239560992,0.008593791,2.095656626,0.727371779,0.066120488,0.519979164,1.863437427,3.612693281,1.161931018,2.689057952,0.141387009,0.80063081,0.006267445,0.518289293,2.081851726,0.299228993,1.011145904,1.317191312,0.133924574,0.260539751
Bangladesh,162952,47511.12416,1391.116972,284.9301088,117.9842482,31.83091885,131.6223076,3.492634681,125.1353641,321.7412062,2059.958033,1056.548991,307.9431447,31.211783,6.899492623,663.81168,500.807762,215.4728203,11.74544119,273.5895012,416.6422713,207.3341017,131.6754931,102.3150099,55.60066443,23.40651944,10.29134089,32.93052019,368.860474,4.307336998,328.1346555,232.7415204,11.45226672,93.36378958,13.20238573,13.17072545,42.74153674,25.79268324,46.72391572,153.4387219,58.37249711,9.767970895,3.332564747,14.27906611,80.37010381,17.98132655,102.7305947,1070.006784,89.43046735,134.6776657,1101.908885,909.3745039,192.5343773,173.9130392,237.1520531,320.4518208,253.5927538,6.970270817,1.968786769,10.76234003,609.9307092,33.00541012,195.5154304,8.233116784,146.8725173,156.3990291,285.1117364,28.66905877,341.5004099,11.67668373,808.742556,180.3041045,18.17443535,103.6711259,11.59275967,295.3517965,232.7905472,3100.956417,1436.89355,1608.036129,74.75606343,1564.015313,653.6150625,158.8959431,336.0501535,112.7759023,189.3093513,60.33765691,41.84429999,189.5796519,23.00654597,27.25527312,65.36287502,2.448188866,198.0523215,47.30787274,16.96643168,43.52490586,191.0005535,508.6142838,103.0229941,228.1878276,14.59080512,54.47198691,7.572136867,17.05286419,396.7451004,35.42215215,128.0462186,48.59228812,127.6322903,37.57190471
Barbados,285,98.2268768,0.502996049,0.001116073,-1,-1,0.001116073,-1,0.094538978,0.067420307,0.994696737,1.24250347,0.078743294,0.025864246,0.010104203,1.098240825,0.454709491,0.188134335,0.055800429,0.210774738,0.212976178,0.573843478,2.483780845,0.32139438,0.103905696,0.065963442,0.112747135,0.884755393,1.005657425,0.008716798,2.170355682,0.519848283,0.51358922,0.328058043,2.986329736,0.000296278,0.440275363,0.166588342,0.112904808,0.124990697,0.159444432,0.078963047,0.022160385,0.022122606,0.56016025,0.667082561,0.784199948,7.499542299,0.007395317,0.195940473,1.743196825,1.408842448,0.334354371,0.529251513,0.486997688,0.652333393,0.286796258,0.018463946,0.006914853,0.030268619,1.184200556,0.092762211,0.347016848,0.054175778,0.176637738,0.128932953,1.718304635,0.294379561,0.560204149,0.030513675,1.284208956,0.388823401,0.097571589,0.222480557,0.044931808,0.024588658,1.210756091,6.602793288,2.764303781,3.161481461,1.03702946,1.027889036,1.224936342,0.325508846,0.200376752,0.146648518,0.296764689,0.019578804,0.135993086,0.18674871,0.057909122,0.07284189,0.125107393,0.000673158,0.630528119,0.337474203,0.022052874,0.143167511,0.353830897,1.032202232,0.441695581,1.015887779,0.039632917,0.048472711,0.002148795,0.069657336,0.628494144,0.095198035,0.355014228,0.647461249,0.055418088,0.032134875
Belarus,9480,3872.641906,5.974425406,-1,-1,-1,-1,-1,3.075357805,0.979062967,12.71515798,11.92062417,0.873184644,3.01210473,-1,7.800590235,26.79971139,15.49578495,0.944820892,10.35910584,12.53774868,53.38993467,55.87780239,11.10185479,2.148798504,1.735948111,6.857348282,21.03048951,87.18851484,1.819675226,36.81769139,10.62726846,10.73074364,13.61346313,19.72016023,1.040171771,16.98368077,8.350031533,13.97173374,2.534006415,9.368267557,1.976021182,1.743894608,2.539563399,8.147883532,5.600501614,18.44240816,40.77529104,2.11065824,0.552562963,78.84786877,61.94467658,16.90319238,12.8950571,14.46519411,104.2131686,51.71098938,2.937275777,2.330155658,0.665441938,27.02358544,2.103693311,10.93769623,0.702678988,5.064166054,5.816583238,61.62904462,10.29431633,12.25115475,3.077659866,50.96225676,14.26719755,2.403796728,4.153242069,3.029990007,10.03658761,27.48232908,1010.830113,211.9937356,103.4385507,22.50094759,46.23057546,25.12664885,7.952288817,23.55452262,13.5946779,33.43021634,1.05420715,2.910019021,4.853093219,3.083363169,3.399209548,15.53087946,0.313212693,6.820634619,8.01907328,1.700175435,2.069237658,17.90585513,22.50489939,8.261550201,36.73311246,1.478624801,4.14213949,0.068289775,1.769547922,13.14766566,2.174023092,6.749957271,22.31738683,1.473922498,10.93320847
Belgium,11358,3237.70656,9.118564072,-1,-1,-1,-1,-1,3.452289763,1.1892533,14.95166613,14.26278365,3.801365853,3.343104117,-1,6.810209604,18.55146829,9.100932224,0.658108818,8.792427412,20.8113502,17.50346545,62.43053983,20.3440617,4.287639651,4.733541437,10.30650431,36.155115,154.5053762,2.166615115,60.0517166,5.176000584,8.678619806,14.20359607,27.82525686,0.593721173,14.09081373,17.95453763,23.36613362,2.96017904,5.566395885,1.846889158,5.455294107,1.514514187,17.13076253,10.45919799,23.13215738,66.53519236,0.813932422,0.950625311,87.31663868,69.66145096,17.65518738,25.88775003,21.14561406,32.26379435,16.95362285,1.783928349,1.252055083,1.033303234,54.52606386,8.560169791,13.32895611,0.888457033,7.046453842,8.364152493,129.1421738,17.65656501,18.6329808,7.293617316,59.38369325,13.34549591,1.43626463,2.952266104,1.988293592,3.748641042,9.543649919,233.8682556,66.51527132,61.11962485,19.22059401,123.8990343,26.82940253,4.010941401,8.655741779,7.648743925,26.0787203,0.407587504,1.184126736,6.233017506,3.695887817,5.100134411,4.091837382,0.039795457,11.44062885,12.99864481,0.885299235,4.701929672,13.24139577,33.55446491,13.48029502,30.43561909,4.030390727,1.519028221,0.074225726,3.50132862,6.742279198,2.439248964,14.58730052,34.78085417,2.034287586,1.783774735
Belize,367,102.8833022,0.899737884,0.045897638,0.010014143,0.001217219,0.034666276,-1,0.18955095,0.208054398,3.516737504,2.219015471,0.382214725,0.037632416,0.019792558,1.729169086,0.215917233,0.119913366,0.03980419,0.056199679,0.145016664,0.425156507,0.658832006,0.758504864,0.272386691,0.117817391,0.233316988,0.258404195,1.147543386,0.065237178,0.508088039,0.694213305,0.128832919,0.12528238,0.805578687,0.008928161,0.222004034,0.108321903,0.320510319,0.165193527,0.22499685,0.025335504,0.04285623,0.088436197,0.307879145,0.103271178,0.870563168,5.601364249,0.010740594,0.259596774,1.842730747,1.52521796,0.317512795,0.643978147,0.399954349,1.001717307,0.379864681,0.060573911,0.007898367,0.045170976,1.421666266,0.124887609,0.484837229,0.092387716,0.365322626,0.209204469,0.75929291,0.081856795,0.625222632,0.017627195,1.497253422,0.425107941,0.06110653,0.148811007,0.022099213,0.330323484,0.92775418,5.743871116,1.255179852,1.880577223,0.668460132,1.116113775,1.50095939,0.231456028,0.516478907,0.242266354,0.770587414,0.067411322,0.106499282,0.241314406,0.064045197,0.129168346,0.08669713,0.003356313,0.915932021,0.072927469,0.012924197,0.114859798,0.415219581,1.304664008,0.266287236,0.517492926,0.024928109,0.152736318,0.006832341,0.149443106,1.093289799,0.08110075,0.302552457,0.311244876,0.092426366,0.102084663
Benin,10872,7063.131221,586.0495155,8.869837285,7.009644378,0.000866353,1.859326718,-1,9.691398938,88.82639337,460.4865785,395.5800751,265.3811606,6.404573934,1.983915974,113.2211817,4.157998186,2.086818168,1.179952466,0.891227529,1.251146253,5.232085794,8.534872495,26.38938707,16.26869596,2.402452658,4.988365689,3.217447988,1.7935326,0.583092026,26.23098533,13.25142381,1.11873953,5.209627302,6.307082546,0.271290881,3.89330143,1.369773557,2.111033197,0.959156302,1.082031313,0.84029595,0.187833103,1.050691862,7.31267359,0.554961912,3.563852898,58.77942358,3.540341148,164.1768175,55.54507758,45.00716174,10.53791581,12.10163129,9.912684588,20.84728468,19.67908004,0.294755132,0.148006609,0.443168241,29.19052821,1.855407348,13.23156964,1.837225326,13.65847012,22.98759128,15.04459819,1.193991224,46.4099664,0.397007182,33.95099606,8.211883778,2.109739737,9.191587442,2.705818317,17.30871738,16.96588406,138.9799768,46.32440153,107.2226832,18.32413645,47.1508591,45.36094592,19.87864429,42.82404297,8.621234781,17.17852884,10.30684278,5.169880441,39.06692947,2.611758082,4.469892084,9.474303427,0.180944415,14.35573806,2.933296595,0.749858311,2.042046697,15.65153086,43.45490313,2.898619672,11.97916542,0.736876285,40.39490249,2.188965335,2.164640034,66.46944959,2.132134284,7.510421717,4.431249018,17.46953794,29.36693586
Bhutan,798,276.6879951,7.839508224,0.089376689,0.065179432,0.001807539,0.022389719,-1,0.486855786,1.410127743,9.933743237,10.40969785,0.579836112,0.113820957,0.021922859,9.280316631,1.338478606,0.418075751,0.388795507,0.531607352,1.052408684,2.575942587,0.842580107,0.917604434,0.499712513,0.170908979,0.139909965,0.391730473,1.259766193,0.025593243,0.30740082,0.717041176,0.064983239,0.378404704,0.067526487,0.037089688,0.180962155,0.185232148,0.469607974,0.43693409,0.273871639,0.224372458,0.039770423,0.161961291,0.359571871,0.126659816,0.97636316,8.268369463,0.233908432,0.910484421,4.23179283,3.292159627,0.939633196,0.861035438,1.230517499,3.374563662,1.587940769,0.053113007,0.022372516,0.055936113,2.750639118,0.213464767,0.993223998,0.037120211,0.652675852,1.041911643,1.523877793,0.20086902,2.761870516,0.138587588,3.896211544,0.879084565,0.180442398,0.638071145,0.102182104,2.539485964,2.43184583,24.38219916,3.59545571,6.524841507,1.022832051,10.09554968,3.851924774,1.011587717,3.907455729,0.992547819,1.430207496,0.583436507,0.244120653,2.160677381,0.223766822,0.260877494,0.7791718,0.024271689,2.062408858,0.236191155,0.192969242,0.251695896,1.050456317,2.469172982,0.509465703,1.237262465,0.073506211,0.224049672,0.016735551,0.176459118,2.876599282,0.140021171,0.621034799,0.396287739,0.503712131,0.340345175
Bolivia (Plurinational State of),10888,3814.604516,87.81843723,18.56375642,0.63125083,0.142111474,6.473451396,11.31694291,5.701940148,29.09849706,162.7427851,113.9271714,47.96404587,0.452796963,0.651396686,60.18829775,5.174508576,3.485768476,0.615940843,1.072799238,1.615264901,14.61597649,12.04229451,8.218328455,5.414679138,0.610574134,1.227602545,5.060635068,10.11199345,1.841650349,12.10486492,29.6737528,1.474296933,7.396050388,10.11337497,1.918776207,6.610474738,2.064611417,7.764572706,15.24818292,0.619909341,2.473303612,0.69018064,0.817983696,6.622906171,2.134552385,13.66683513,110.6567886,0.753800352,6.523289681,55.46729949,45.85799466,9.609303976,18.15862876,11.95156376,34.80906797,17.6408931,3.836584081,3.638811017,0.622551247,41.4389788,3.925780373,13.80435593,1.495594133,11.49253682,7.191000768,33.48956768,3.576437255,26.92473246,1.080756697,41.3975763,11.77714065,3.82446709,7.307633582,2.271308968,13.75084573,18.37035835,225.4435138,47.10579996,99.82133076,13.96095374,53.85779608,33.48235594,18.36273675,32.10936366,3.593687514,31.79348797,12.57211176,5.098073925,23.11995944,2.05227936,10.4067343,15.58399011,0.151961603,36.5501404,3.053995029,0.363728842,1.330383862,12.93851084,35.59987071,7.446140987,17.84760394,0.781191727,12.37461647,0.318180332,6.356490806,60.68278172,3.53574285,7.584515427,13.39691843,2.147370163,14.40886956
Bosnia and Herzegovina,3517,1253.234071,2.010639997,-1,-1,-1,-1,-1,1.300958731,0.360106092,8.365754427,10.77714567,0.587374123,2.031019297,-1,8.074959587,2.43312382,1.343332517,0.216154068,0.873637232,2.140863274,12.00260526,18.17199241,11.02227915,3.079575147,3.918208948,3.094315023,9.760470306,46.71575943,0.941717275,13.41145284,2.811664999,2.382665368,4.526195066,6.63810443,0.627528949,3.000839455,4.768083313,5.974929734,3.499613791,4.573288332,0.798107425,0.111523554,0.783378841,2.733419834,0.95290707,3.667813866,70.08857792,0.930138662,0.251733135,18.24663955,13.94980673,4.29683284,5.438517924,6.380619466,19.27524351,3.623570773,0.312089648,0.311063564,0.292428393,13.20382745,0.696479987,4.713495592,0.277062858,2.043811211,3.155678149,29.6103631,4.659487082,5.350084647,1.384756456,19.22063773,5.266653484,1.469173807,3.481322884,2.220129063,1.495152749,6.631138128,190.9418298,102.4305523,32.15391873,15.1392302,27.17676795,7.082614128,4.153786406,3.234888436,2.790446593,8.035312306,0.435188952,1.544711612,3.100524811,1.186478807,1.804950487,2.382702617,0.020535822,6.669738574,3.236698158,0.22990739,0.529192929,5.452467501,8.688680359,3.810735456,14.27098522,0.629753455,1.326653485,0.020226153,0.691224141,3.935254816,1.122904159,2.875848519,11.3574341,0.058794447,0.931412013
Botswana,2250,938.6033098,23.86392281,2.093015916,0.035091443,0.243560367,1.814364123,-1,1.044303991,5.054509849,51.75430053,15.93293029,6.374640114,1.165989544,0.079026035,7.935331541,1.762339552,0.919570531,0.279936942,0.56283211,2.900949805,0.422108169,1.327269014,1.487555859,0.624053272,0.219210078,0.536394038,0.461211768,1.544054559,0.996245929,2.268336286,4.23748371,0.231992689,0.46340068,0.850774944,0.097804846,0.62689865,0.208219679,0.495309333,0.188013919,0.476878015,0.195134585,0.113101639,0.499448486,3.18822201,0.48894002,1.090762128,33.35648093,0.133331025,0.173840314,14.5044634,11.92954939,2.574913845,2.762743254,2.625319566,5.609579207,6.36573077,0.089131209,0.052716082,0.154246835,7.584657442,0.793610653,2.814050459,0.349385229,2.357718365,2.880815728,3.970596808,0.328231488,10.61371752,0.109239922,7.308697453,1.887992369,0.508879516,1.071204759,0.619406846,1.433671079,7.470189106,29.7699251,8.919931035,13.23844504,3.963092839,12.68239129,10.12050277,1.185203981,1.695938001,0.75280046,1.875619414,0.43750736,0.924490227,2.028922192,0.95750103,0.693246642,0.333157164,0.024150499,2.794846622,0.710174113,0.058305729,0.233052382,3.209883708,8.173088118,1.534986005,3.19420641,0.190835841,1.543706343,0.159869961,2.254246772,6.163760458,0.417879712,0.302392104,3.0705742,0.671159421,1.772076414
Brazil,207653,61533.60463,556.8124536,71.76480779,23.85259452,9.413808369,38.49840537,-1,82.50728944,96.72284342,899.882991,1072.357172,243.5656862,20.67197647,5.972069075,784.439418,293.7876303,145.3158501,15.03191691,133.4398672,296.8344847,487.0076874,551.6793561,287.8110129,110.824191,65.86815482,89.01714545,262.638542,769.2266616,48.65464626,612.7046461,311.0389052,73.70885838,124.4260047,328.6693839,28.54468877,116.6373057,101.6569956,410.3817167,102.308492,157.8822552,24.64957869,3.922201885,33.02763785,182.1443689,92.72818787,335.3138176,2138.982987,29.05175163,66.38526454,1341.078398,1100.029207,241.0492032,489.5066874,317.1532032,1149.313603,272.1462115,102.8048021,37.07749947,17.83369978,1257.716545,87.03807074,263.7168275,21.45869353,164.0765879,124.9723528,651.064782,73.03944268,365.8480492,20.98865347,947.2202824,264.7483192,80.21629356,117.1850249,65.037673,103.1307751,446.8893438,4189.831046,1357.862089,1245.630515,596.6225334,1312.943183,394.7556736,135.046933,364.839677,165.4316101,313.3441656,44.43267764,53.56302487,146.3601219,37.47447443,145.9355827,172.1446332,2.395334967,225.7198077,56.71095939,19.47902309,46.33010941,232.64798,796.9520208,163.381193,477.1813397,20.91542365,130.0692012,6.083894097,59.96717805,485.1167513,51.69909369,158.9894656,416.001954,18.51467479,23.3924282
Brunei Darussalam,423,87.47971906,0.12577062,0.000307082,0.000307082,-1,-1,-1,0.094315929,0.117041978,1.871143007,0.849819634,0.055534931,0.086712704,-1,0.690271888,0.79198136,0.236998099,0.414882426,0.140100838,0.155539038,0.620369624,1.697947631,0.831212967,0.59115749,0.11310854,0.057283792,0.452920541,1.627215812,0.22872492,0.96516931,0.617695429,0.216145279,0.749744867,0.337077128,0.042396393,0.174019532,0.167034319,0.520602781,0.108191404,0.073439602,0.058206561,0.035504585,0.05928339,0.537866808,0.178676012,0.587064368,6.570561142,0.035639677,0.050668979,1.904764605,1.431898698,0.472865914,0.558862657,0.800918105,0.479480786,0.565725627,0.101324257,0.068987667,0.051307185,1.485846301,0.302610418,0.59387533,0.028623537,0.323536231,0.175292488,1.158399255,0.11035023,0.794875563,0.025138685,1.798089803,0.390842937,0.014957161,0.034134019,0.019894952,0.221786229,0.369475892,6.814169053,1.361495998,2.59427272,1.182755153,2.168086979,1.396787417,0.186273211,0.44671176,0.110344089,0.160473378,0.067672213,0.098702657,0.141061863,0.110520131,0.131893305,0.060064748,0.016037911,1.308947504,0.163772748,0.018335395,0.065819556,0.515761144,1.24052048,0.296628317,0.560438298,0.079699327,0.153631404,0.003966733,0.225253232,0.907705628,0.059588728,0.19162531,0.478214828,0.120123089,0.111827529
Bulgaria,7131,3069.623544,5.493989074,-1,-1,-1,-1,-1,2.102242696,0.726302492,17.08145461,14.59119386,0.827243363,1.630516904,0.017587531,11.86159085,14.23510806,7.336546046,1.191022239,5.707539696,5.854353993,32.50742013,64.9231947,17.46041444,4.574942869,4.5381771,7.227528477,27.97750663,101.289726,2.733165961,40.11382802,13.79375888,11.26358196,12.81393207,20.58345134,1.9482926,10.7880909,14.8045064,23.75748428,4.065852196,11.52062448,1.329795027,0.355277687,2.364350872,9.694511019,3.41654865,13.87677935,67.45076227,2.522426691,0.641477871,40.30552523,31.14029155,9.165233826,8.920990452,12.89408259,18.81587822,6.675859386,0.877027277,1.015855424,0.506293423,25.66840599,1.469782268,8.615263657,0.485646076,3.28755925,5.30814559,19.76662061,7.291573046,10.20474368,3.287205632,36.2334981,10.15515051,1.369500136,3.701088771,1.991918431,1.482757471,56.81476174,652.1667994,227.0058379,161.2403357,16.46832208,79.17815352,11.9511059,9.617456108,15.32109509,10.56418736,20.69165786,0.795875001,4.560427592,6.299909633,2.063041496,2.181817734,5.31076677,0.073618895,13.80225303,6.864895782,0.433827563,0.980785394,9.785102535,17.19497374,7.578265073,30.70577367,1.346363669,1.641019913,0.024655405,0.899965407,10.46124797,3.544206022,4.17983331,21.43267282,0.32745827,2.027446617
Burkina Faso,18646,11597.87124,792.1765999,9.441872273,6.065788931,0.000363325,3.375720212,-1,17.37646813,157.4486484,602.3182991,647.8324952,339.0552732,10.38759249,1.416844135,268.2367892,8.054632864,5.350616992,1.092461337,1.611554628,4.346865096,11.73363112,9.414122287,59.2724708,37.85075509,5.779433963,10.08603744,3.59612261,5.466496101,0.655914438,29.66682548,37.15412125,1.782422815,6.366155634,7.714718265,0.636020568,5.888840992,9.830303267,1.886936756,0.735370386,0.979610673,1.427512273,0.511478222,1.933465363,11.80676048,0.474451533,8.107805278,85.7906181,5.690920604,326.3370528,87.97809315,71.61291434,16.36517873,18.97658451,14.82187489,33.56612706,15.77095922,0.354990573,0.182292954,0.758050613,47.40771901,2.857308613,21.73256341,3.107770411,23.69442418,42.32353218,20.7231616,1.539571894,53.13733994,0.637675515,54.28414512,13.18605754,2.428416767,15.13817246,3.504060631,35.24079476,35.0394925,234.9178991,45.45801073,113.2710847,27.68858664,49.13296118,70.66039045,35.7514602,44.10917393,11.17481893,19.51071138,14.98249293,8.044124854,81.30955971,3.464558725,6.034272038,12.19722731,0.229083441,15.48126831,3.905671284,1.027542073,3.985111946,27.40896104,87.86791522,4.277892931,15.38614048,1.029883926,76.36737323,2.712010367,3.058844125,81.92851134,3.615100184,11.45692025,4.082341238,24.92001623,41.38228353
Burundi,10524,6727.284009,662.0296967,15.3994845,4.791400717,0.306018018,10.30206573,-1,10.70193871,189.3886791,353.4029111,400.3427474,345.7072159,5.05595672,0.406629254,36.90194718,13.07941365,7.397954635,3.922929625,1.758529335,17.49478255,6.898084975,10.09533388,12.12926874,4.341938788,2.526851484,4.274796884,2.298814682,3.018458663,0.356215835,18.0103738,43.04095954,1.217985968,4.037900663,12.9916239,0.550734347,3.68239387,2.683864115,3.187290967,0.34184197,2.437323457,1.687615007,0.21551062,1.698635966,14.50752729,1.598020623,9.246359572,56.02633581,1.439163378,37.09167814,56.41978921,46.04528448,10.37450444,11.61090784,8.766095539,25.35240804,9.618289124,0.276785104,0.146801178,0.701073434,31.97126273,1.481204044,13.82506953,1.808582413,13.5320347,36.1231066,10.79685146,0.740270353,44.01976497,0.257542504,29.32054882,7.677126102,1.60011989,9.493905827,2.737779812,16.61786308,21.49840448,114.2762983,29.10205735,89.51532225,18.20677655,40.74263809,60.08731725,22.28338002,16.75819172,11.75970308,19.31112404,12.3232785,6.21305024,44.70685821,4.235802054,4.370992432,3.513387724,0.31482766,6.787576484,3.18407505,0.480352037,0.7423897,14.11762753,51.11759183,3.824984475,8.656131878,0.697932344,46.50520644,2.743007773,2.732122634,49.24396063,2.464182319,4.94947205,2.953955165,18.08711413,44.80029116
Cambodia,15762,5183.052607,116.5114359,5.440924663,0.311916298,-1,0.194446006,4.934562425,7.675114096,32.43158376,204.7455229,147.5025665,23.77755635,2.382322168,0.555698288,118.4864846,22.99376686,10.22274743,5.569109118,7.201910507,7.290346356,15.92954378,24.99781907,80.55176842,35.76094977,8.509340858,26.19618768,4.871321863,37.25327616,2.361585036,23.92036271,27.19294956,1.994667084,9.786067925,3.594089242,3.577262886,4.011411432,3.522772161,14.29084793,6.993587434,2.055227276,3.843395334,1.140115708,1.414682922,20.89637649,2.023465605,30.85724906,102.8326555,15.99766285,0.23295486,68.39582969,47.76240099,20.63342882,15.80044767,23.7058287,28.1538596,15.56289502,0.500425472,3.212090701,2.019537474,50.24839512,2.788404624,18.57605125,1.059133861,15.87689694,19.95081208,47.83390746,3.738139321,36.52996077,0.599345051,51.55848647,11.96280834,2.461431739,23.73103337,2.442014946,21.59593384,31.73403305,217.3245662,87.57330038,199.1928359,18.19871471,79.01942535,76.3007478,55.46860903,89.50538099,18.79774232,48.18575806,11.16203434,4.492203762,35.72235666,2.671363985,7.436393314,16.6687908,0.161765341,35.59540897,2.030587669,0.552465983,3.145342639,19.70824471,61.20668926,3.942452019,19.77202551,1.455644972,15.8662938,0.409823308,1.434973094,56.37374257,3.61388145,3.027230739,8.021123261,4.87690603,5.868810408
Cameroon,23439,15809.56915,1056.282938,43.36676188,32.02027716,2.696909878,8.649574378,-1,19.26534792,298.0595204,694.5918681,502.3509919,323.758211,12.89752988,0.808689576,148.7870057,33.71394861,10.31757702,10.23700539,13.15936641,5.809699584,11.11822234,15.79198982,40.99114128,23.76952278,2.680072495,11.37605242,5.043337286,7.979649436,1.080112003,64.61820054,45.85937521,2.556658433,13.42092572,20.32512307,1.360991586,9.608368985,2.577487616,5.506015906,0.881332656,0.623004249,1.695292963,0.239715411,5.717416787,82.48620483,3.817971279,19.3879563,168.626119,9.300520165,256.0591746,122.4210797,100.2281717,22.19290865,25.41966467,20.5723428,52.17361936,63.66897788,0.645018577,0.332490411,0.966535216,62.10450064,4.587430298,28.30733906,3.948152538,29.37050751,43.04385147,33.69988154,2.974721445,105.6615216,0.841688885,71.07683993,17.15575657,2.306505926,11.80748277,3.265182941,37.60023897,38.90006642,297.2667715,92.70152752,234.6542212,48.04987558,107.4801598,88.88488858,45.22010506,107.0747168,29.86238923,59.62844501,23.74305834,11.83309548,75.02552129,5.423122655,11.90481658,21.82401153,0.457699819,34.28927846,6.131314194,1.984856887,6.747713056,31.0639454,93.48911756,6.207062016,25.71458778,1.554482061,84.26059484,3.247777803,4.761843839,158.8069088,4.032581082,15.57377966,9.382642113,36.29660024,55.91798087
